SK_ID_CURR,bubl_score
100002,0.45180338621139526
100010,0.4417082667350769
100019,0.509832501411438
100032,0.45832526683807373
100033,0.506492555141449
100037,0.31596043705940247
100043,0.4266326427459717
100048,0.5705530643463135
100050,0.3283098042011261
100054,0.4434516429901123
100059,0.451192170381546
100060,0.3930416703224182
100061,0.4074973165988922
100062,0.4402309060096741
100063,0.5924232006072998
100064,0.5726678371429443
100069,0.5196394324302673
100072,0.5000952482223511
100076,0.6021934151649475
100078,0.4339671730995178
100084,0.4034068286418915
100099,0.5152876377105713
100100,0.39313390851020813
100105,0.44072452187538147
100112,0.490631639957428
100113,0.38643789291381836
100124,0.3828703463077545
100131,0.44682106375694275
100132,0.5542634129524231
100135,0.5881542563438416
100138,0.47713664174079895
100139,0.543088436126709
100142,0.41796743869781494
100145,0.3756551444530487
100146,0.468942791223526
100148,0.41293224692344666
100149,0.6058663725852966
100156,0.47104793787002563
100157,0.4026699364185333
100160,0.5084420442581177
100161,0.47564011812210083
100162,0.46418365836143494
100163,0.4814935624599457
100167,0.4806491434574127
100175,0.324230432510376
100176,0.37799912691116333
100179,0.4214814603328705
100180,0.5552620887756348
100181,0.454194039106369
100188,0.388131320476532
100193,0.4559687376022339
100199,0.3916618227958679
100200,0.4415568709373474
100201,0.5347875952720642
100204,0.5485476851463318
100211,0.6230977773666382
100213,0.41623860597610474
100218,0.5518302917480469
100221,0.6064939498901367
100227,0.47210460901260376
100231,0.4546821415424347
100237,0.6626459956169128
100239,0.5466465950012207
100242,0.42695584893226624
100243,0.43866774439811707
100247,0.5130332708358765
100250,0.3951362371444702
100252,0.44906559586524963
100255,0.39342767000198364
100263,0.4999312162399292
100264,0.41491109132766724
100265,0.6288716197013855
100267,0.46006765961647034
100269,0.48895251750946045
100276,0.4090990126132965
100283,0.4695107042789459
100284,0.5190302133560181
100289,0.34464436769485474
100291,0.6387736797332764
100292,0.4234204590320587
100294,0.43095508217811584
100298,0.5583428740501404
100301,0.506209671497345
100302,0.5727722644805908
100303,0.47523969411849976
100307,0.4268125593662262
100308,0.4459461271762848
100315,0.3455958664417267
100316,0.3897411525249481
100318,0.4513770639896393
100321,0.43988892436027527
100322,0.4005570411682129
100327,0.3983194828033447
100332,0.38898035883903503
100333,0.5228005051612854
100342,0.677277684211731
100346,0.4534057378768921
100348,0.40434861183166504
100349,0.49216461181640625
100361,0.3873598575592041
100362,0.47421589493751526
100363,0.5800997018814087
100365,0.449023962020874
100373,0.4124683439731598
100393,0.4999203681945801
100396,0.5541669726371765
100403,0.3526906371116638
100406,0.41057053208351135
100411,0.38957905769348145
100414,0.4047447741031647
100415,0.39518871903419495
100417,0.39764267206192017
100418,0.4096032679080963
100423,0.5114786624908447
100424,0.5592490434646606
100432,0.5420963168144226
100434,0.5129681825637817
100437,0.4449632465839386
100439,0.6350329518318176
100443,0.4436255693435669
100449,0.4781920909881592
100451,0.5380277633666992
100455,0.542175829410553
100464,0.44155675172805786
100473,0.47874489426612854
100478,0.40771496295928955
100482,0.4587775468826294
100486,0.48182976245880127
100489,0.44108179211616516
100493,0.4636901915073395
100496,0.6178172826766968
100498,0.42923620343208313
100501,0.4101160168647766
100502,0.6157220005989075
100511,0.4501771032810211
100515,0.36346766352653503
100519,0.577606201171875
100522,0.41855189204216003
100523,0.39580219984054565
100530,0.4153958261013031
100535,0.38316604495048523
100538,0.4753100275993347
100540,0.4153958261013031
100541,0.5141521692276001
100543,0.4327285885810852
100554,0.4153958261013031
100555,0.46951428055763245
100557,0.44419798254966736
100560,0.44628843665122986
100564,0.44494250416755676
100566,0.40751364827156067
100571,0.43071115016937256
100579,0.4380412995815277
100580,0.39991113543510437
100581,0.4151041805744171
100585,0.5046970248222351
100588,0.39639607071876526
100589,0.37496060132980347
100595,0.5531799793243408
100596,0.3616684675216675
100599,0.48272624611854553
100605,0.5492055416107178
100612,0.4294624626636505
100619,0.5662468075752258
100620,0.5805196166038513
100626,0.38944441080093384
100635,0.607660174369812
100644,0.5288372039794922
100645,0.37810778617858887
100646,0.4153958261013031
100650,0.6541918516159058
100652,0.38900139927864075
100653,0.4796381890773773
100654,0.5062406063079834
100656,0.4975927770137787
100662,0.43760958313941956
100663,0.5921211838722229
100669,0.5510198473930359
100670,0.46951133012771606
100672,0.4868304133415222
100673,0.36696210503578186
100674,0.6050594449043274
100675,0.47403234243392944
100679,0.3877331614494324
100681,0.6419751048088074
100685,0.38649824261665344
100686,0.36453595757484436
100689,0.3938433527946472
100692,0.4611813426017761
100697,0.33532944321632385
100710,0.5693285465240479
100712,0.49266505241394043
100714,0.5018801093101501
100718,0.46398162841796875
100719,0.4450269341468811
100720,0.47109004855155945
100722,0.5366113185882568
100727,0.39376968145370483
100732,0.43093281984329224
100734,0.38076236844062805
100743,0.38489431142807007
100748,0.40346115827560425
100757,0.3584313690662384
100759,0.550807535648346
100766,0.3845524191856384
100771,0.41670042276382446
100773,0.3544120788574219
100775,0.4153958261013031
100776,0.39144015312194824
100778,0.47896674275398254
100779,0.4002723693847656
100785,0.44011709094047546
100786,0.4370226263999939
100788,0.5410904884338379
100794,0.3753274083137512
100796,0.40981051325798035
100804,0.4770101010799408
100807,0.4039640724658966
100812,0.3804630637168884
100816,0.5316203236579895
100818,0.5076394081115723
100822,0.45316633582115173
100831,0.6343137621879578
100840,0.37158238887786865
100842,0.5107441544532776
100845,0.5618894100189209
100847,0.4465722441673279
100853,0.4017120897769928
100855,0.46801722049713135
100858,0.4127110540866852
100859,0.3922978341579437
100861,0.40331313014030457
100862,0.45596209168434143
100866,0.46911120414733887
100867,0.452709436416626
100869,0.38133108615875244
100871,0.6380038857460022
100875,0.44788143038749695
100878,0.39960846304893494
100879,0.4274873435497284
100882,0.4371216297149658
100886,0.49531129002571106
100896,0.41146421432495117
100897,0.5599108338356018
100902,0.4084000885486603
100912,0.3980932831764221
100916,0.5121814608573914
100920,0.4153825044631958
100921,0.4050968885421753
100926,0.4365602433681488
100935,0.4304928481578827
100937,0.462830126285553
100938,0.49816271662712097
100942,0.40662881731987
100943,0.4827446937561035
100944,0.6545667052268982
100948,0.4360138475894928
100959,0.41606763005256653
100966,0.40119120478630066
100968,0.44155675172805786
100972,0.467577189207077
100980,0.44155675172805786
100985,0.44155675172805786
100995,0.43133342266082764
101000,0.3230694532394409
101003,0.44633492827415466
101004,0.4645345211029053
101012,0.36442604660987854
101017,0.4628380239009857
101022,0.46831822395324707
101033,0.42713168263435364
101034,0.5340473651885986
101035,0.47873011231422424
101037,0.4703179597854614
101038,0.46011194586753845
101039,0.5986483693122864
101040,0.37922605872154236
101043,0.5235223770141602
101047,0.5689453482627869
101049,0.44644448161125183
101053,0.5594730377197266
101060,0.5042619109153748
101062,0.372804194688797
101063,0.3780055344104767
101066,0.5494396686553955
101071,0.3875185251235962
101073,0.37010228633880615
101074,0.4980185329914093
101076,0.6185788512229919
101084,0.4380336105823517
101088,0.4851178824901581
101096,0.450907826423645
101098,0.44133704900741577
101104,0.4410427212715149
101112,0.4430569112300873
101115,0.4743022322654724
101117,0.39339348673820496
101123,0.4380336105823517
101127,0.6060709953308105
101134,0.46909308433532715
101138,0.38760098814964294
101141,0.4325898289680481
101142,0.6134796738624573
101146,0.4380336105823517
101147,0.5175269246101379
101153,0.45449841022491455
101154,0.3854356110095978
101156,0.3874475359916687
101162,0.4701981544494629
101164,0.4675019383430481
101168,0.48472487926483154
101173,0.5378836989402771
101174,0.4696313738822937
101176,0.6008527278900146
101179,0.5876314640045166
101180,0.4669116735458374
101191,0.4336432218551636
101195,0.4207391142845154
101201,0.45147791504859924
101212,0.6089109182357788
101218,0.514548122882843
101221,0.32849541306495667
101234,0.39984267950057983
101253,0.3869014382362366
101254,0.5199693441390991
101263,0.5153843760490417
101265,0.4966000020503998
101266,0.47043463587760925
101267,0.4257429838180542
101272,0.42988696694374084
101276,0.46947187185287476
101278,0.34535089135169983
101280,0.5238742828369141
101284,0.38395074009895325
101286,0.41067594289779663
101293,0.4651840329170227
101302,0.3951855003833771
101306,0.5573203563690186
101310,0.44384220242500305
101311,0.5681374669075012
101313,0.4236888587474823
101320,0.4062938690185547
101323,0.41223323345184326
101328,0.47350162267684937
101341,0.38270747661590576
101342,0.5727083683013916
101360,0.4889739453792572
101369,0.4543285667896271
101373,0.4029284715652466
101377,0.4449631869792938
101378,0.3555281460285187
101384,0.43158257007598877
101385,0.4710693061351776
101388,0.5845738053321838
101391,0.6359089016914368
