SK_ID_CURR,cc_score
100006,0.32422229647636414
100011,0.4255535304546356
100021,0.3549427092075348
100023,0.39849695563316345
100036,0.41995495557785034
100043,0.46800991892814636
100047,0.44066715240478516
100048,0.5669909119606018
100049,0.5726693868637085
100050,0.3354361653327942
100059,0.41696712374687195
100075,0.666895866394043
100077,0.38708749413490295
100082,0.3870285153388977
100083,0.39077553153038025
100086,0.4455567002296448
100100,0.3971925377845764
100101,0.6042277216911316
100110,0.3510957360267639
100112,0.4468614459037781
100114,0.36285600066185
100115,0.686967670917511
100116,0.46545055508613586
100131,0.49549683928489685
100135,0.3965602517127991
100137,0.666895866394043
100138,0.3820466101169586
100139,0.5480213761329651
100143,0.37570926547050476
100144,0.3935239315032959
100145,0.3572803735733032
100148,0.41145193576812744
100151,0.5962112545967102
100152,0.44308802485466003
100153,0.4894176125526428
100157,0.404659628868103
100162,0.3820264935493469
100165,0.42757076025009155
100166,0.44371575117111206
100173,0.38301458954811096
100176,0.4977828562259674
100180,0.3628794252872467
100181,0.42708635330200195
100188,0.39637458324432373
100190,0.391604483127594
100193,0.37083807587623596
100197,0.6569515466690063
100198,0.42054036259651184
100206,0.3506886065006256
100211,0.5779424905776978
100217,0.5862829685211182
100218,0.6704909801483154
100220,0.42764973640441895
100221,0.48724326491355896
100224,0.34820714592933655
100226,0.33436447381973267
100228,0.3710191249847412
100229,0.45237189531326294
100231,0.3821796178817749
100233,0.3569786250591278
100235,0.6605715751647949
100239,0.37569934129714966
100250,0.4237566888332367
100254,0.4147409200668335
100258,0.4120224416255951
100259,0.5931633114814758
100260,0.5435165762901306
100266,0.4644216299057007
100267,0.49799349904060364
100273,0.5047617554664612
100274,0.40157148241996765
100284,0.4306681752204895
100290,0.5636374950408936
100293,0.35107743740081787
100296,0.6565543413162231
100298,0.6358628869056702
100299,0.34565332531929016
100302,0.6437661051750183
100303,0.5626323223114014
100307,0.39227887988090515
100309,0.4204361140727997
100316,0.3857981860637665
100317,0.5900155901908875
100321,0.5521901845932007
100327,0.45194903016090393
100329,0.6074427962303162
100336,0.6213933825492859
100338,0.5828455686569214
100339,0.41114896535873413
100340,0.40297096967697144
100343,0.3704186677932739
100345,0.42129606008529663
100346,0.3814581632614136
100347,0.40988579392433167
100350,0.38869863748550415
100351,0.41185614466667175
100362,0.3700113594532013
100364,0.5036268830299377
100368,0.38140997290611267
100369,0.5762609243392944
100371,0.3583918809890747
100378,0.6158930659294128
100379,0.655653715133667
100387,0.6823164820671082
100393,0.37639471888542175
100394,0.3454105854034424
100395,0.3804943263530731
100397,0.3512822687625885
100403,0.42781245708465576
100406,0.6226165294647217
100409,0.6668977737426758
100410,0.4076138436794281
100414,0.4549233019351959
100417,0.5777937173843384
100418,0.6338183283805847
100429,0.5771287679672241
100436,0.3855607509613037
100437,0.41108423471450806
100441,0.44929996132850647
100442,0.375845342874527
100451,0.38054269552230835
100452,0.39777225255966187
100453,0.4056500196456909
100461,0.5083500742912292
100464,0.4141574203968048
100465,0.5056175589561462
100468,0.4825037717819214
100478,0.4354649484157562
100482,0.5458552241325378
100487,0.6167982220649719
100491,0.6568014621734619
100493,0.5023760795593262
100502,0.3903970420360565
100504,0.4175560772418976
100505,0.4053500294685364
100513,0.4428906738758087
100514,0.44174525141716003
100515,0.39681458473205566
100519,0.4617699086666107
100523,0.4058782756328583
100524,0.4263882040977478
100526,0.5759443640708923
100528,0.6248447299003601
100530,0.36836034059524536
100531,0.6253575682640076
100532,0.6612899899482727
100534,0.3538995683193207
100536,0.397775799036026
100537,0.47952571511268616
100542,0.5914134979248047
100550,0.4102594554424286
100554,0.4614318609237671
100555,0.6577215790748596
100556,0.4045628011226654
100563,0.3546956777572632
100566,0.39468318223953247
100572,0.3949199318885803
100577,0.5567700266838074
100581,0.3337423801422119
100586,0.4930478632450104
100587,0.360206663608551
100594,0.3660452663898468
100597,0.6778258085250854
100601,0.5411171913146973
100606,0.38525670766830444
100609,0.6436020135879517
100611,0.5913870930671692
100612,0.6058323979377747
100621,0.6067482233047485
100623,0.46078088879585266
100629,0.4177907407283783
100635,0.3894054591655731
100638,0.2847176194190979
100639,0.4088864326477051
100647,0.3214724361896515
100651,0.36693692207336426
100653,0.6642374992370605
100658,0.6704866886138916
100662,0.4207286834716797
100663,0.49525609612464905
100681,0.46021169424057007
100684,0.5669602155685425
100685,0.6465709209442139
100688,0.6309810876846313
100695,0.3570733964443207
100697,0.38557660579681396
100698,0.35733556747436523
100704,0.3715957999229431
100705,0.6189755797386169
100709,0.5320784449577332
100712,0.4382382333278656
100722,0.3612973690032959
100727,0.3624996244907379
100728,0.6085243225097656
100736,0.3751506805419922
100741,0.4156700372695923
100743,0.39560896158218384
100749,0.4983804523944855
100756,0.4190661609172821
100759,0.45081737637519836
100768,0.549735963344574
100774,0.5052272081375122
100786,0.6558706760406494
100796,0.5982636213302612
100800,0.5503029823303223
100802,0.3789379596710205
100804,0.6382402181625366
100806,0.5346494317054749
100813,0.43371909856796265
100814,0.4264569580554962
100815,0.3822158873081207
100816,0.6538135409355164
100819,0.6792779564857483
100833,0.3853420317173004
100834,0.647963285446167
100839,0.6782996654510498
100842,0.4785994589328766
100846,0.44524067640304565
